,vaccine,Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted_Sample_Size,suppression_flag
14,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,8.3786,1.7889,1889,0
15,COVID,State,Indiana,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,,,22,1
16,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,8.3786,1.7889,1889,0
17,COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,,,28,1
18,COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,6.4482,1.9576,1242,0
19,COVID,State,Iowa,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,71.2648,19.6086,36,0
20,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,28,1
21,COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,40.2338,15.5262,41,0
22,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,7.5455,2.0644,1279,0
23,COVID,State,Iowa,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,19.7607,14.759,36,0
24,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,44.2453,18.9513,72,0
25,COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,56.8446,20.2188,39,0
26,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,10.3108,2.1993,1717,0
27,COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,1.5061,2.1982,37,0
28,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,8.0469,1.5698,2039,0
29,COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,9.3298,11.3018,39,0
30,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,8.0469,1.5698,2039,0
31,COVID,State,Kentucky,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,32.9328,20.4351,37,0
32,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,4.5655,1.478,1625,0
33,COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,25.0078,18.4278,39,0
34,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,12.2902,14.66,42,0
35,COVID,State,Louisiana,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,2.8012,1.0608,2231,0
36,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,48.4438,29.6513,42,0
37,COVID,State,Michigan,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,8.8178,2.0479,1735,0
38,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,5.5704,1.4072,1855,0
39,COVID,State,Maine,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,10.3877,1.989,1566,0
40,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,5.5704,1.4072,1855,0
41,COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,44.6711,20.809,34,0
42,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,4.4169,1.0799,2930,0
43,COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,,,1951,1
44,COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,15.7764,2.533,1664,0
45,COVID,State,Maryland,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,13.7293,2.5372,1951,0
46,COVID,State,Minnesota,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,15.7764,2.533,1664,0
47,COVID,State,Massachusetts,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,17.9672,2.4348,1597,0
48,COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,1.4273,0.7984999999999999,1983,0
49,COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,38.7391,38.2696,46,0
50,COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,13.603,12.8982,46,0
51,COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,20,1
52,COVID,State,Mississippi,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,1.4273,0.7984999999999999,1983,0
53,COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,20,1
54,COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,,,20,1
55,COVID,State,Montana,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,5.2546,1.5008,1519,0
56,COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,2.0709,2.9509,35,0
57,COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,26,1
58,COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,,,1382,1
59,COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,26,1
60,COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,42.4331,13.7722,78,0
61,COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,,,26,1
62,COVID,State,New Jersey,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,6.3178,1.5727,1769,0
63,COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,43.833,21.4444,33,0
64,COVID,State,New Mexico,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,8.3839,2.0149,1501,0
65,COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,20.7857,18.7636,33,0
66,COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,63.5678,14.2982,79,0
67,COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,46.3083,13.5842,78,0
68,COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,7.2331,1.5717,2521,0
69,COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,6.3178,1.5727,1769,0
70,COVID,State,New York,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,7.2331,1.5717,2521,0
71,COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,64.3262,15.3645,59,0
72,COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,24.2179,22.9581,36,0
73,COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,8.3839,2.0149,1501,0
74,COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,4.5236,1.505,1350,0
75,COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,22.019,12.8214,79,0
76,COVID,State,North Carolina,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,4.5236,1.505,1350,0
77,COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,21.3277,15.965,36,0
78,COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,62.0364,24.3678,35,0
79,COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,65.6938,16.8531,108,0
80,COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,1.1114,2.2793,35,0
81,COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,27.1573,16.93,108,0
82,COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,31.3213,23.738,35,0
83,COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,5.2364,1.4425,1600,0
84,COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,5.5309,1.4762,1875,0
85,COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,4.1629,1.5396,1604,0
86,COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,2.0834,2.7645,69,0
87,COVID,State,Oklahoma,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,4.1629,1.5396,1604,0
88,COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,63.2854,13.4414,128,0
89,COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,28,1
90,COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,5.7632,7.9282,55,0
91,COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,21.9741,11.242,128,0
92,COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,38.7011,17.178,51,0
93,COVID,State,Puerto Rico,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,2.3178,0.7958,3592,0
94,COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,71.8808,18.7436,42,0
95,COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,37.506,16.5564,51,0
96,COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,23.6041,18.7207,42,0
97,COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,9.1927,8.7367,51,0
98,COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,86.07009999999998,9.1735,83,0
99,COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,0.4857,1.0224,42,0
100,COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,5.2329,1.4753,1724,0
101,COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,4.0295,1.2513,1892,0
102,COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,12.4033,8.3717,54,0
103,COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,1.2995,1.3539,83,0
104,COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,4.6802,0.8424,6410,0
105,COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,7.3974,5.7624,83,0
106,COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,3.921,7.622899999999999,33,0
107,COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,2.3625,3.1854,54,0
108,COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,6.6434,2.0146,914,0
109,COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,3.4314,1.0732,1885,0
110,COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,40.1895,30.6876,58,0
111,COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,56.1916,9.9564,172,0
112,COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,19.1971,3.5026,1916,0
113,COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,6.6434,2.0146,914,0
114,COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,,,5,1
115,COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,5,1
116,COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,2.9128,1.1637,1581,0
117,COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,1.7159,1.7034,333,0
118,COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,0.8461,1.3598,86,0
119,COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,42.2703,15.9486,55,0
120,COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,0.0,0.0,38,0
121,COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,9.0808,1.5855,2049,0
122,COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,10.4661,9.0259,38,0
123,COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,21,1
124,COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,29.6324,22.0975,61,0
125,COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,,,1146,1
126,COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,12.7232,2.0451,2155,0
127,COVID,State,Washington,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,13.8851,2.8025,1146,0
128,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,10.1245,12.9575,46,0
129,COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,64.0491,24.9265,40,0
130,COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,2.1012,3.1103,51,0
131,COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,0.0,0.0,40,0
132,COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,27.5152,18.1342,51,0
133,COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,33.038,25.4549,40,0
134,COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,6.4482,1.9576,1242,0
135,COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,2.9128,1.1637,1581,0
136,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,,,28,1
137,COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,57.3203,18.8172,86,0
138,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,,,1279,1
139,COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,31.3041,17.7994,86,0
140,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,1.9975,2.4059,72,0
141,COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,10.5296,2.0866,1819,0
142,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,10.3108,2.1993,1717,0
143,COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,10.5296,2.0866,1819,0
144,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,7.1033,8.059699999999998,56,0
145,COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,3.0918,0.9239,1823,0
146,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,47.1461,19.7188,44,0
147,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,23.2562,14.7002,46,0
148,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,6.3346,8.532299999999998,44,0
149,COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,63.9354,18.1224,51,0
150,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,41.9538,19.2751,44,0
151,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,,,28,1
152,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2025-12-13 00:00:00.0000000,4.5655,1.478,1625,0
153,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,43.4463,21.4022,72,0
154,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,33.6956,22.2259,42,0
155,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,66.1673,14.9694,56,0
156,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,3.286,4.0878,86,0
157,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,18.6825,12.1792,56,0
158,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2025-12-13 00:00:00.0000000,31.41,11.1951,86,0
159,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2025-12-13 00:00:00.0000000,60.8871,11.5474,86,0
160,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2025-12-13 00:00:00.0000000,4.4169,1.0799,2930,0
