,vaccine,Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted_Sample_Size,suppression_flag
13880,COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,7.4836,12.1261,39,0
13881,COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,18.0427,19.0662,39,0
13882,COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,8.9666,2.1039,1516,0
13883,COVID,State,North Dakota,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,8.9666,2.1039,1516,0
13884,COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,47.526,15.7091,62,0
13885,COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,4.4345,5.0524,62,0
13886,COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,34.4153,14.6944,62,0
13887,COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,13.6242,2.3901,2128,0
13888,COVID,State,Ohio,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,13.6242,2.3901,2128,0
13889,COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,54.4574,13.4556,89,0
13890,COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,8.2296,8.4155,89,0
13891,COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,30.8863,11.8087,89,0
13892,COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,6.4267,1.4141,2441,0
13893,COVID,State,Oklahoma,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,6.4267,1.4141,2441,0
13894,COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,43.1487,16.261,63,0
13895,COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,17.8815,10.8838,63,0
13896,COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,18.173,10.5943,63,0
13897,COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,20.7968,2.7868,2048,0
13898,COVID,State,Oregon,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,20.7968,2.7868,2048,0
13899,COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,47.1521,10.4017,190,0
13900,COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,10.0368,5.8689,190,0
13901,COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,30.4241,9.0431,190,0
13902,COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,12.3869,1.4893,4850,0
13903,COVID,State,Pennsylvania,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,12.3869,1.4893,4850,0
13904,COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,44.6431,12.4492,100,0
13905,COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,6.1543,7.580199999999999,100,0
13906,COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,43.6663,12.6311,100,0
13907,COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,5.5363,1.3964,2559,0
13908,COVID,State,Puerto Rico,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,5.5363,1.3964,2559,0
13909,COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,51.7883,18.5063,76,0
13910,COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,7.8272,10.0013,76,0
13911,COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,22.3022,15.8226,76,0
13912,COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,18.0823,3.5572,1564,0
13913,COVID,State,Rhode Island,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,18.0823,3.5572,1564,0
13914,COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,53.8646,10.2842,150,0
13915,COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,6.1187,4.3763,150,0
13916,COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,32.4993,9.8949,150,0
13917,COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,7.5173,1.5799,2651,0
13918,COVID,State,South Carolina,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,7.5173,1.5799,2651,0
13919,COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,55.9774,25.8324,45,0
13920,COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,4.9156,5.6411,45,0
13921,COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,29.7944,26.6975,45,0
13922,COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,9.3126,2.3365,1641,0
13923,COVID,State,South Dakota,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,9.3126,2.3365,1641,0
13924,COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,58.3145,26.0538,38,0
13925,COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,10.9725,15.569,38,0
13926,COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,21.6984,17.4417,38,0
13927,COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,9.0146,2.0981,1583,0
13928,COVID,State,Tennessee,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,9.0146,2.0981,1583,0
13929,COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,43.3998,7.9869,314,0
13930,COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,14.9946,5.7537,314,0
13931,COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,31.5731,6.9024,314,0
13932,COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,10.0326,1.3476,8136,0
13933,COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,10.0326,1.3476,8136,0
13934,COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,40.3997,17.8967,48,0
13935,COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,17.7365,14.032,48,0
13936,COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,29.2323,16.2745,48,0
13937,COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,12.6315,2.4402,1295,0
13938,COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,12.6315,2.4402,1295,0
13939,COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,52.8021,23.4958,62,0
13940,COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,1.6562,1.9285,62,0
13941,COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,17.1461,15.0484,62,0
13942,COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,28.3957,5.0586,1239,0
13943,COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,28.3957,5.0586,1239,0
13944,COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,38.2428,10.119,162,0
13945,COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,15.747,7.379299999999998,162,0
13946,COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,31.5963,9.7904,162,0
13947,COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,14.4139,1.7318,3802,0
13948,COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,14.4139,1.7318,3802,0
13949,COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,41.2382,21.6344,37,0
13950,COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,3.7596,6.8369,37,0
13951,COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,35.9512,25.2014,37,0
13952,COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,19.0509,2.6098,1928,0
13953,COVID,State,Washington,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,19.0509,2.6098,1928,0
13954,COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,68.2083,10.1679,120,0
13955,COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,5.805,4.0865,120,0
13956,COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,17.4149,8.760799999999998,120,0
13957,COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,8.5718,1.7866,2571,0
13958,COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,8.5718,1.7866,2571,0
13959,COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,55.8471,18.7305,57,0
13960,COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,4.5549,4.654,57,0
13961,COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,23.9628,16.4909,57,0
13962,COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,15.6353,2.9235,1535,0
13963,COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,15.6353,2.9235,1535,0
13964,COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,61.0858,17.3467,101,0
13965,COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,2.7222,2.9665,101,0
13966,COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,27.0041,14.6171,101,0
13967,COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,9.1879,2.1108,2166,0
13968,COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,9.1879,2.1108,2166,0
13969,COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,38.8003,21.2189,43,0
13970,COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,23.8471,21.2745,43,0
13971,COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,18.9604,16.2499,43,0
13972,COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,18.3922,2.9605,1380,0
13973,COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,18.3922,2.9605,1380,0
13974,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,57.238,10.0053,160,0
13975,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,6.3252,3.9184,160,0
13976,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,22.8122,8.0441,160,0
13977,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,13.6245,1.7964,3592,0
13978,COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,13.6245,1.7964,3592,0
13979,COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,38.8651,18.1596,68,0
13980,COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,6.8658,9.4607,68,0
13981,COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,40.0911,18.1139,68,0
13982,COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,14.178,2.4391,2128,0
13983,COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,14.178,2.4391,2128,0
13984,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,50.1032,13.3796,94,0
13985,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,6.9764,5.8031,94,0
13986,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,28.7512,11.0944,94,0
13987,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,14.1691,2.1097,2300,0
13988,COVID,Substate,New York-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,14.1691,2.1097,2300,0
13989,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,45.0742,25.7646,56,0
13990,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,7.0006,9.6289,56,0
13991,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,30.2132,19.7273,56,0
13992,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,17.712,3.3976,1920,0
13993,COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,17.712,3.3976,1920,0
13994,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,47.5542,10.938,134,0
13995,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,10.1976,6.2144,134,0
13996,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,30.5928,9.549,134,0
13997,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,11.6554,1.588,2930,0
13998,COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,11.6554,1.588,2930,0
13999,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,38.6255,13.9987,90,0
14000,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,16.3377,11.0851,90,0
14001,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,34.7932,12.5636,90,0
14002,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,10.2437,1.8737,2312,0
14003,COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,10.2437,1.8737,2312,0
14004,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,43.295,15.7536,84,0
14005,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,14.1086,8.5027,84,0
14006,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,30.5865,12.4142,84,0
14007,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,12.01,2.1761,2210,0
14008,COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,12.01,2.1761,2210,0
14009,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,44.9556,11.3318,140,0
14010,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17 00:00:00.0000000,14.8789,8.5072,140,0
14011,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17 00:00:00.0000000,31.0332,9.9403,140,0
14012,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17 00:00:00.0000000,9.1323,1.5285,3614,0
14013,COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17 00:00:00.0000000,9.1323,1.5285,3614,0
14014,COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24 00:00:00.0000000,45.8858,4.0262,1719,0
14015,COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24 00:00:00.0000000,7.4272,2.2853,1719,0
14016,COVID,National,National,Age,12-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24 00:00:00.0000000,30.421,4.0122,1719,0
14017,COVID,National,National,Age,12-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24 00:00:00.0000000,16.266,0.7329999999999999,36852,0
14018,COVID,National,National,Age,12-17 years,Up-to-date,Yes,February Week 4,2024-02-24 00:00:00.0000000,16.266,0.7329999999999999,36852,0
14019,COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24 00:00:00.0000000,45.0353,4.1179,1348,0
14020,COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24 00:00:00.0000000,8.3436,2.1259,1348,0
14021,COVID,National,National,Age,5-11 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24 00:00:00.0000000,32.4696,3.9465,1348,0
14022,COVID,National,National,Age,5-11 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24 00:00:00.0000000,14.1515,0.6704,47320,0
14023,COVID,National,National,Age,5-11 years,Up-to-date,Yes,February Week 4,2024-02-24 00:00:00.0000000,14.1515,0.6704,47320,0
14024,COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24 00:00:00.0000000,45.3447,2.9869,3067,0
14025,COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24 00:00:00.0000000,7.8772,1.6112,3067,0
14026,COVID,National,National,Age,5-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24 00:00:00.0000000,31.509,2.9632,3067,0
14027,COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 2,2024-01-13 00:00:00.0000000,9.4344,7.972699999999999,89,0
14028,COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 2,2024-01-13 00:00:00.0000000,35.2547,15.2291,89,0
14029,COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 2,2024-01-13 00:00:00.0000000,5.6564,1.7979,1727,0
14030,COVID,State,Mississippi,Overall,6 months-17 years,Up-to-date,Yes,January Week 2,2024-01-13 00:00:00.0000000,5.6564,1.7979,1727,0
14031,COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 2,2024-01-13 00:00:00.0000000,48.5651,10.5516,146,0
14032,COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 2,2024-01-13 00:00:00.0000000,9.3394,5.8461,146,0
14033,COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 2,2024-01-13 00:00:00.0000000,31.5575,9.987,146,0
14034,COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 2,2024-01-13 00:00:00.0000000,10.538,2.0002,1744,0
14035,COVID,State,Missouri,Overall,6 months-17 years,Up-to-date,Yes,January Week 2,2024-01-13 00:00:00.0000000,10.538,2.0002,1744,0
14036,COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 2,2024-01-13 00:00:00.0000000,58.2712,11.4918,136,0
14037,COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 2,2024-01-13 00:00:00.0000000,8.4776,6.7725,136,0
14038,COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 2,2024-01-13 00:00:00.0000000,24.0685,10.6477,136,0
